temperature,humidity,rainfall_mm,wind_speed,crop_type,growth_stage,previous_pest_occurrence,pest_risk,pest_type
30.34,44.55,1.02,7.308,rice,vegetative,0,medium,aphids
30.04,45.22,1.91,6.984,cotton,maturity,0,medium,bollworm
30.54,39.29,1.06,8.532,cotton,maturity,0,medium,bollworm
30.06,30.25,0.08,7.884,sugarcane,vegetative,0,medium,shoot_borer
30.63,33.13,0.34,5.904,sugarcane,flowering,0,medium,shoot_borer
29.73,28.45,0.01,7.74,sugarcane,vegetative,1,high,shoot_borer
29.9,25.11,0.0,7.056,sugarcane,vegetative,0,medium,shoot_borer
29.36,28.64,0.0,3.7800000000000002,wheat,maturity,0,low,none
29.74,39.76,1.09,6.192,sugarcane,flowering,1,high,shoot_borer
28.23,45.28,0.88,8.172,cotton,maturity,0,low,none
30.1,36.69,0.0,6.8759999999999994,sugarcane,seedling,1,high,shoot_borer
30.67,40.11,0.01,5.6160000000000005,wheat,flowering,0,medium,leaf_miner
31.5,29.25,0.0,6.228,cotton,seedling,0,medium,bollworm
31.04,37.12,0.37,6.588,wheat,maturity,1,high,leaf_miner
30.13,52.71,5.2,7.236,cotton,maturity,0,medium,bollworm
29.39,53.19,0.73,7.164,rice,vegetative,0,medium,aphids
29.2,44.11,0.0,6.336,cotton,seedling,1,medium,bollworm
28.71,43.64,0.0,7.308,rice,maturity,0,low,none
29.37,45.66,0.0,6.984,rice,seedling,0,low,none
29.3,51.28,0.03,8.532,wheat,maturity,1,medium,leaf_miner
29.75,47.75,0.03,5.076,wheat,vegetative,0,low,none
30.4,43.5,0.16,6.732,wheat,flowering,0,medium,leaf_miner
29.17,50.99,0.4,5.5440000000000005,cotton,flowering,1,high,bollworm
29.8,49.8,4.62,3.384,cotton,vegetative,0,medium,bollworm
28.97,53.94,1.81,4.5360000000000005,rice,maturity,0,medium,aphids
28.91,43.8,0.05,8.64,cotton,flowering,0,medium,bollworm
29.35,42.38,0.01,6.3,cotton,seedling,0,low,none
28.79,49.51,0.0,10.26,cotton,seedling,0,low,none
28.94,51.37,0.0,8.352,rice,maturity,0,medium,aphids
28.65,48.7,0.0,8.892000000000001,wheat,seedling,0,low,none
29.52,49.02,0.16,7.776000000000001,rice,vegetative,0,low,none
28.53,55.68,0.37,9.72,cotton,seedling,0,medium,bollworm
27.86,64.21,6.46,4.428,rice,vegetative,0,medium,leaf_miner
28.24,70.29,7.92,5.652,rice,flowering,0,medium,stem_borer
28.62,70.36,6.39,4.644,wheat,vegetative,0,medium,stem_borer
29.3,63.73,0.27,3.636,wheat,vegetative,1,high,leaf_miner
29.34,64.57,1.18,8.352,wheat,vegetative,1,high,leaf_miner
28.9,63.69,0.25,11.016,sugarcane,vegetative,0,medium,shoot_borer
29.14,59.5,0.0,10.8,cotton,seedling,0,low,none
28.74,57.21,0.0,11.016,rice,maturity,1,high,aphids
29.16,51.28,0.0,8.496,cotton,seedling,1,medium,bollworm
30.28,47.52,0.0,7.632000000000001,wheat,vegetative,1,high,leaf_miner
30.99,45.47,0.0,7.704000000000001,cotton,vegetative,0,medium,bollworm
31.36,43.04,0.0,9.72,rice,maturity,0,medium,aphids
31.28,46.83,0.01,8.928,cotton,seedling,0,low,none
31.23,49.95,1.68,7.920000000000001,rice,seedling,0,medium,aphids
30.62,53.78,6.79,8.892000000000001,sugarcane,seedling,0,medium,shoot_borer
29.56,60.89,4.65,6.9479999999999995,cotton,flowering,1,high,bollworm
29.32,59.47,0.58,9.072000000000001,cotton,maturity,0,medium,bollworm
28.87,59.58,0.02,12.348,wheat,seedling,1,medium,leaf_miner
28.81,58.14,0.39,13.176,cotton,flowering,1,high,bollworm
28.82,58.37,1.6,13.14,sugarcane,maturity,0,medium,shoot_borer
29.56,54.68,0.78,10.188,rice,flowering,0,medium,aphids
30.32,55.48,1.29,7.632000000000001,cotton,maturity,0,medium,bollworm
29.46,56.56,1.03,6.516,rice,flowering,1,high,aphids
28.45,63.39,6.89,7.74,rice,seedling,0,low,none
26.95,71.49,1.56,9.576,sugarcane,maturity,1,high,top_borer
28.18,61.41,0.06,10.224,cotton,seedling,1,medium,bollworm
29.86,56.94,0.03,10.296,rice,maturity,0,medium,aphids
29.64,59.37,0.39,11.735999999999999,cotton,seedling,1,medium,bollworm
28.68,64.03,1.0,11.664000000000001,cotton,vegetative,0,medium,bollworm
29.37,61.26,0.34,11.124,rice,maturity,0,medium,aphids
28.49,65.28,0.07,12.996,cotton,maturity,0,low,none
28.75,64.41,0.41,11.844000000000001,sugarcane,maturity,0,low,none
28.08,68.18,0.97,14.508000000000001,sugarcane,flowering,1,high,shoot_borer
26.18,76.82,5.23,15.408000000000001,wheat,seedling,0,medium,aphids
26.72,73.15,2.85,15.408000000000001,wheat,seedling,1,medium,aphids
27.2,71.4,2.79,14.976,sugarcane,seedling,1,medium,top_borer
27.28,72.66,1.08,16.416,rice,vegetative,1,high,leaf_miner
27.37,72.44,0.54,16.956,wheat,vegetative,1,high,aphids
27.55,70.6,0.21,13.968,sugarcane,maturity,0,low,none
27.6,71.05,0.53,15.156,rice,flowering,0,medium,leaf_miner
27.17,74.33,2.88,15.552000000000001,wheat,vegetative,0,medium,aphids
27.0,73.37,4.65,14.364,sugarcane,seedling,0,low,none
26.41,74.49,0.59,10.584,rice,maturity,1,medium,leaf_miner
27.85,67.36,0.09,13.176,cotton,seedling,0,low,none
27.55,69.69,0.27,13.284,wheat,seedling,0,low,none
25.47,76.49,2.89,11.772,cotton,vegetative,0,medium,whitefly
25.81,71.13,3.01,13.788,rice,maturity,0,low,none
25.32,76.14,10.9,14.508000000000001,wheat,flowering,0,high,aphids
25.66,75.48,3.55,14.832,cotton,maturity,1,high,whitefly
25.58,75.88,7.24,15.947999999999999,rice,vegetative,1,high,leaf_miner
24.96,77.45,14.37,15.840000000000002,wheat,vegetative,0,low,none
23.56,83.07,6.39,15.552000000000001,cotton,maturity,0,low,none
23.87,79.48,13.02,17.532,cotton,vegetative,0,medium,aphids
24.89,79.83,9.9,17.46,rice,seedling,0,low,none
24.65,82.65,5.94,15.120000000000001,rice,vegetative,1,high,aphids
24.97,83.48,7.77,16.488,cotton,vegetative,0,medium,aphids
25.22,86.24,12.51,17.676000000000002,cotton,flowering,0,high,whitefly
24.62,88.53,15.51,18.900000000000002,cotton,seedling,1,medium,aphids
23.21,85.35,21.23,20.916,sugarcane,maturity,1,high,pyrilla
22.64,84.91,13.58,21.6,rice,vegetative,1,high,aphids
23.82,85.0,13.24,18.468,sugarcane,seedling,0,low,none
24.27,83.35,7.67,18.108,cotton,vegetative,0,medium,aphids
24.9,83.54,2.65,15.624,cotton,seedling,1,medium,aphids
24.91,84.0,2.68,12.816,rice,flowering,0,medium,aphids
24.73,82.67,1.19,13.932,cotton,vegetative,1,high,aphids
24.61,82.45,2.32,14.76,rice,flowering,0,medium,aphids
24.65,83.3,12.13,16.308,sugarcane,maturity,1,high,pyrilla
24.37,83.24,9.62,17.82,rice,maturity,0,low,none
24.56,83.35,11.25,14.076,rice,flowering,1,high,aphids
24.1,87.68,3.08,13.32,cotton,flowering,0,medium,aphids
24.6,85.72,7.7,16.308,cotton,seedling,1,medium,aphids
24.37,86.54,22.26,21.204,cotton,seedling,1,high,aphids
23.54,89.72,23.81,21.888,cotton,flowering,0,medium,aphids
23.72,87.82,23.34,19.98,wheat,maturity,1,high,aphids
23.61,88.47,27.27,18.072,wheat,seedling,0,low,none
23.71,87.49,15.61,20.448,wheat,flowering,0,medium,aphids
23.99,86.49,32.89,23.076,sugarcane,maturity,0,medium,pyrilla
23.51,88.56,24.01,20.052000000000003,cotton,seedling,0,medium,aphids
23.33,89.42,22.65,18.756,wheat,seedling,0,medium,aphids
23.29,91.28,25.48,19.332,wheat,vegetative,1,high,aphids
22.73,92.0,9.89,19.152,sugarcane,maturity,0,medium,pyrilla
23.91,87.34,2.29,19.08,wheat,vegetative,0,medium,aphids
23.85,86.89,1.94,17.856,wheat,flowering,1,high,aphids
23.92,86.95,1.95,16.128000000000004,cotton,vegetative,1,high,aphids
24.11,86.85,3.54,17.352,cotton,seedling,1,medium,aphids
24.06,86.73,2.9,18.288,wheat,seedling,0,low,none
23.64,87.37,1.98,18.936,sugarcane,seedling,0,low,none
23.78,86.39,1.97,18.432000000000002,cotton,seedling,0,low,none
24.07,86.25,2.87,17.46,rice,vegetative,0,medium,aphids
24.01,86.12,0.64,15.228000000000002,cotton,seedling,1,medium,aphids
24.07,86.0,1.24,14.148000000000001,wheat,seedling,0,low,none
23.99,86.2,1.31,14.4,cotton,seedling,0,low,none
24.07,85.66,1.74,12.24,wheat,seedling,0,low,none
24.28,85.78,7.99,10.26,cotton,flowering,0,medium,aphids
24.5,84.87,1.05,10.476,cotton,maturity,1,medium,aphids
24.16,85.32,0.42,10.008,rice,maturity,0,low,none
24.12,84.7,2.58,11.808,wheat,maturity,1,medium,aphids
23.73,84.84,0.91,11.772,wheat,vegetative,0,medium,aphids
22.93,86.61,0.2,11.124,sugarcane,maturity,0,medium,pyrilla
23.28,86.37,0.06,9.936,sugarcane,maturity,0,medium,pyrilla
24.14,84.03,0.75,10.008,sugarcane,flowering,1,high,pyrilla
23.86,84.53,4.61,12.312,cotton,seedling,0,low,none
23.69,85.51,2.0,12.384,rice,maturity,0,low,none
23.97,86.67,5.78,13.212,wheat,seedling,1,medium,aphids
24.52,84.19,0.75,12.816,wheat,seedling,0,low,none
24.28,83.38,0.13,9.756,cotton,seedling,0,medium,aphids
24.26,81.55,0.0,9.0,wheat,flowering,1,high,aphids
24.19,82.6,0.07,10.224,rice,seedling,1,medium,aphids
24.23,84.03,2.76,10.764000000000001,cotton,flowering,0,medium,aphids
24.39,84.87,6.72,11.376000000000001,sugarcane,maturity,0,low,none
24.23,85.77,2.27,10.44,sugarcane,vegetative,0,medium,pyrilla
24.47,83.19,0.18,11.484,cotton,seedling,1,high,aphids
24.1,84.61,7.61,12.132000000000001,sugarcane,vegetative,1,high,pyrilla
24.54,83.61,5.22,10.8,cotton,vegetative,0,medium,aphids
24.78,80.51,0.63,9.144,wheat,seedling,0,medium,aphids
24.79,84.26,19.14,6.9479999999999995,wheat,vegetative,0,medium,aphids
24.93,85.75,23.83,7.452,sugarcane,flowering,1,high,pyrilla
23.64,88.3,10.13,9.144,wheat,seedling,0,medium,aphids
22.02,89.94,11.05,9.216000000000001,sugarcane,maturity,1,high,pyrilla
22.48,86.36,11.81,10.152,sugarcane,maturity,0,low,none
23.64,85.97,3.24,9.9,cotton,seedling,1,high,aphids
23.86,85.21,0.13,10.584,rice,flowering,0,medium,aphids
23.29,87.79,1.13,11.484,rice,seedling,1,medium,aphids
23.67,86.86,1.9,13.607999999999999,rice,seedling,1,medium,aphids
24.49,86.94,7.07,12.96,cotton,flowering,0,medium,aphids
24.09,88.25,1.4,11.952,wheat,maturity,1,medium,aphids
24.23,86.15,1.9,11.952,sugarcane,seedling,0,medium,pyrilla
24.06,85.94,0.7,11.628,wheat,vegetative,1,high,aphids
23.7,86.34,0.19,10.44,sugarcane,vegetative,0,low,none
24.03,86.58,2.26,9.864,wheat,seedling,0,medium,aphids
23.79,86.93,2.63,10.944,rice,flowering,1,high,aphids
24.34,86.5,2.68,13.788,wheat,maturity,0,medium,aphids
24.51,86.67,3.77,12.528,sugarcane,vegetative,0,low,none
24.15,87.27,6.79,11.088000000000001,cotton,vegetative,1,high,aphids
24.12,86.84,7.21,11.16,sugarcane,flowering,0,medium,pyrilla
24.21,86.73,8.14,11.484,rice,maturity,1,high,aphids
24.14,88.6,8.13,10.188,sugarcane,vegetative,0,medium,pyrilla
24.05,88.5,4.36,5.832000000000001,sugarcane,vegetative,0,medium,pyrilla
24.59,85.75,3.17,7.092,sugarcane,maturity,0,medium,pyrilla
23.66,87.29,5.08,9.216000000000001,cotton,seedling,0,low,none
23.42,86.08,2.4,9.54,cotton,seedling,1,high,aphids
22.73,90.11,9.22,8.568,sugarcane,maturity,1,high,pyrilla
23.52,88.16,10.57,9.54,rice,vegetative,0,medium,aphids
24.59,86.66,4.43,8.028,wheat,seedling,0,medium,aphids
23.65,90.01,19.5,13.428,rice,seedling,0,low,none
23.63,89.78,9.13,15.552000000000001,rice,seedling,1,medium,aphids
23.93,89.06,10.47,16.848,rice,vegetative,1,high,aphids
23.08,87.63,0.97,10.116,rice,maturity,0,medium,aphids
23.84,85.79,0.17,7.632000000000001,rice,vegetative,1,high,aphids
24.29,85.0,0.91,5.9399999999999995,rice,maturity,1,high,aphids
24.33,85.31,0.66,6.156,cotton,flowering,0,high,aphids
24.66,81.8,0.38,6.12,wheat,vegetative,0,medium,aphids
25.04,79.88,0.0,4.356,sugarcane,vegetative,0,medium,top_borer
25.68,77.04,0.0,4.14,wheat,flowering,1,high,aphids
25.74,76.52,0.0,4.032000000000001,cotton,seedling,1,high,whitefly
25.58,78.87,0.0,4.572,rice,flowering,0,high,leaf_miner
25.65,78.54,0.05,4.968,wheat,flowering,0,high,aphids
26.16,75.24,0.31,5.652,wheat,seedling,0,medium,aphids
25.8,71.5,0.15,6.12,sugarcane,seedling,1,high,top_borer
24.98,74.98,0.33,5.796,sugarcane,maturity,0,low,none
25.42,76.58,0.0,3.8880000000000003,cotton,maturity,0,medium,whitefly
24.66,78.75,0.36,4.068,rice,flowering,1,high,leaf_miner
25.35,74.25,0.04,4.356,wheat,flowering,0,medium,aphids
25.04,69.19,0.0,6.336,wheat,vegetative,0,medium,aphids
25.39,66.18,0.0,6.408,sugarcane,maturity,1,high,shoot_borer
25.41,66.84,0.0,6.8759999999999994,wheat,seedling,0,medium,aphids
25.69,66.08,0.0,7.236,wheat,vegetative,0,medium,aphids
25.19,67.75,0.0,6.912,sugarcane,seedling,1,high,shoot_borer
24.29,63.92,0.0,7.164,sugarcane,flowering,0,medium,shoot_borer
24.07,67.28,0.0,4.428,rice,maturity,0,low,none
23.95,60.98,0.0,7.2,rice,maturity,0,medium,leaf_miner
23.04,58.51,0.0,7.74,wheat,seedling,1,medium,aphids
22.83,56.31,0.0,7.452,cotton,flowering,0,medium,aphids
23.3,68.17,0.0,6.336,rice,seedling,1,medium,leaf_miner
25.56,72.8,0.06,5.184,wheat,maturity,0,medium,aphids
25.09,79.1,2.29,7.488,rice,seedling,1,high,leaf_miner
24.22,82.43,1.9,5.364,sugarcane,seedling,0,medium,pyrilla
24.89,78.66,0.05,3.132,sugarcane,flowering,1,high,pyrilla
25.17,71.91,0.0,4.464,wheat,seedling,1,high,aphids
25.62,74.34,0.0,6.3,wheat,vegetative,0,medium,aphids
24.24,78.27,0.0,7.596,rice,seedling,0,medium,leaf_miner
25.12,75.89,0.39,8.532,cotton,maturity,0,medium,whitefly
22.76,84.97,4.87,7.668,wheat,maturity,0,medium,aphids
24.23,84.52,8.52,5.076,wheat,vegetative,0,medium,aphids
23.67,85.55,14.83,5.724,rice,flowering,0,medium,aphids
23.63,84.88,12.45,7.272,cotton,flowering,0,medium,aphids
23.76,80.53,0.02,6.803999999999999,sugarcane,seedling,0,medium,pyrilla
23.65,76.84,0.0,7.920000000000001,rice,seedling,0,medium,leaf_miner
23.31,69.55,0.0,8.028,wheat,vegetative,0,medium,aphids
22.79,72.27,0.0,7.092,rice,maturity,0,low,none
23.4,72.89,0.0,7.776000000000001,sugarcane,seedling,1,medium,pyrilla
23.11,73.12,0.0,5.364,sugarcane,seedling,0,low,none
23.17,67.97,0.0,5.652,wheat,vegetative,1,high,aphids
23.52,65.9,0.0,6.5520000000000005,cotton,seedling,0,low,none
24.72,70.31,0.0,5.364,sugarcane,vegetative,1,high,pyrilla
24.34,73.85,0.0,7.596,wheat,flowering,1,high,aphids
23.62,70.37,0.0,7.992000000000001,cotton,seedling,1,medium,aphids
23.66,70.29,0.0,7.452,sugarcane,vegetative,0,low,none
24.49,72.5,0.0,7.344,wheat,flowering,1,high,aphids
24.89,76.09,0.0,6.264,sugarcane,maturity,0,medium,pyrilla
25.21,76.29,0.66,6.912,rice,vegetative,0,high,leaf_miner
24.95,75.11,0.04,9.360000000000001,sugarcane,maturity,0,medium,pyrilla
24.1,73.64,0.0,9.324,sugarcane,seedling,0,low,none
24.7,68.56,0.0,7.128,sugarcane,maturity,0,medium,shoot_borer
24.84,73.66,0.76,4.680000000000001,sugarcane,maturity,0,medium,pyrilla
25.21,71.41,0.59,5.867999999999999,sugarcane,vegetative,1,high,top_borer
25.15,70.32,0.19,7.812,sugarcane,flowering,1,high,top_borer
24.87,68.93,0.63,6.8759999999999994,sugarcane,seedling,0,low,none
24.84,62.69,0.0,9.0,cotton,seedling,0,low,none
25.47,66.45,0.0,10.908,wheat,seedling,0,low,none
25.58,66.67,0.0,9.54,rice,flowering,0,high,leaf_miner
24.82,63.29,0.0,7.02,sugarcane,seedling,1,medium,shoot_borer
23.83,66.55,0.0,3.9960000000000004,sugarcane,maturity,0,medium,pyrilla
23.68,68.43,0.0,5.292,wheat,maturity,0,low,none
24.65,70.7,0.06,3.24,sugarcane,flowering,1,high,pyrilla
24.99,68.85,0.03,6.9479999999999995,sugarcane,flowering,0,medium,shoot_borer
24.68,65.35,0.01,6.803999999999999,rice,vegetative,1,high,leaf_miner
24.29,61.13,0.0,4.392,rice,flowering,1,high,leaf_miner
24.14,53.97,0.0,5.112,sugarcane,vegetative,0,low,none
22.77,58.08,0.0,7.128,cotton,seedling,1,medium,aphids
21.79,55.62,0.0,8.928,rice,vegetative,1,high,aphids
21.7,59.59,0.0,7.488,wheat,flowering,1,high,aphids
23.74,65.98,0.0,7.128,sugarcane,vegetative,0,medium,pyrilla
25.0,65.78,0.0,10.476,cotton,seedling,0,low,none
23.93,64.68,0.0,11.916,sugarcane,vegetative,0,low,none
22.94,54.99,0.0,11.664000000000001,sugarcane,seedling,0,low,none
23.15,55.68,0.0,10.512,rice,flowering,0,medium,aphids
23.47,54.56,0.0,7.5600000000000005,cotton,maturity,0,low,none
23.09,46.83,0.0,6.192,cotton,seedling,0,low,none
22.22,47.72,0.0,7.884,wheat,maturity,0,low,none
21.99,52.84,0.0,10.008,wheat,vegetative,1,low,none
23.5,45.9,0.0,9.107999999999999,sugarcane,vegetative,0,low,none
23.44,47.21,0.0,9.18,wheat,maturity,0,low,none
23.06,52.18,0.0,10.656,rice,vegetative,1,medium,aphids
23.11,51.04,0.0,9.792000000000002,rice,flowering,1,high,aphids
22.73,51.31,0.0,10.152,wheat,vegetative,1,low,none
23.35,51.48,0.0,8.604000000000001,rice,flowering,0,medium,aphids
22.98,50.16,0.0,8.532,wheat,flowering,0,medium,aphids
23.56,51.66,0.0,5.867999999999999,rice,vegetative,0,low,none
23.54,52.48,0.0,7.524,cotton,flowering,1,high,aphids
23.82,58.32,1.25,7.092,cotton,maturity,0,low,none
22.84,68.09,1.92,5.292,wheat,seedling,1,medium,aphids
23.55,62.43,1.09,5.148,sugarcane,seedling,1,medium,pyrilla
23.0,64.75,2.22,7.128,sugarcane,flowering,0,medium,pyrilla
22.65,59.39,1.06,10.512,sugarcane,seedling,1,medium,pyrilla
23.03,62.02,0.08,10.98,wheat,seedling,0,low,none
23.27,67.27,1.31,10.512,wheat,seedling,1,low,none
23.56,55.99,0.11,10.404,wheat,vegetative,0,low,none
24.23,50.58,0.0,9.504000000000001,rice,maturity,1,medium,aphids
24.15,46.05,0.0,10.548,rice,seedling,0,low,none
24.49,54.63,0.0,7.308,rice,seedling,0,low,none
24.47,44.22,0.0,6.048,wheat,seedling,0,low,none
24.06,41.51,0.0,4.428,rice,seedling,1,low,none
23.44,45.54,0.0,4.392,cotton,seedling,0,low,none
23.46,58.61,0.0,5.832000000000001,cotton,flowering,1,high,aphids
23.23,62.65,0.0,5.256,wheat,flowering,0,medium,aphids
23.68,57.61,0.0,5.364,sugarcane,vegetative,1,high,pyrilla
24.77,56.06,0.0,6.444,rice,seedling,0,low,none
24.67,53.39,0.0,5.9399999999999995,rice,maturity,0,low,none
24.82,51.76,0.0,7.02,sugarcane,vegetative,0,low,none
23.01,52.33,0.0,7.236,rice,maturity,0,low,none
22.57,41.31,0.0,5.292,cotton,seedling,0,low,none
23.47,47.16,0.0,7.056,cotton,seedling,0,low,none
25.14,47.52,0.0,8.172,cotton,maturity,0,low,none
24.82,46.78,0.0,8.1,wheat,vegetative,0,low,none
24.45,46.87,0.0,9.684,rice,maturity,0,low,none
24.27,43.68,0.0,7.596,wheat,seedling,0,low,none
24.4,41.34,0.0,5.148,wheat,maturity,0,low,none
24.44,46.14,0.0,6.228,sugarcane,vegetative,0,low,none
22.87,58.13,0.0,7.236,rice,vegetative,0,low,none
23.6,52.41,0.0,5.328,rice,seedling,0,low,none
25.43,44.16,0.0,6.912,wheat,maturity,0,low,none
27.27,44.33,0.0,6.912,wheat,seedling,1,medium,leaf_miner
26.64,39.47,0.0,6.588,rice,seedling,1,medium,aphids
27.23,34.91,0.0,6.156,wheat,flowering,0,medium,leaf_miner
27.1,33.89,0.0,6.084,sugarcane,seedling,1,medium,shoot_borer
26.87,29.31,0.0,8.352,wheat,vegetative,0,medium,leaf_miner
27.06,31.69,0.0,8.532,cotton,maturity,1,high,bollworm
26.94,38.64,0.0,6.66,wheat,maturity,1,high,leaf_miner
26.85,37.2,0.0,4.788,cotton,seedling,1,medium,bollworm
26.75,33.52,0.0,6.372,cotton,vegetative,0,medium,bollworm
26.02,33.33,0.0,6.192,wheat,vegetative,1,high,leaf_miner
26.09,38.97,0.0,8.028,cotton,maturity,1,high,bollworm
27.02,38.6,0.0,9.828,cotton,maturity,0,low,none
26.16,28.6,0.0,10.404,cotton,vegetative,0,low,none
25.81,28.46,0.0,9.107999999999999,sugarcane,flowering,0,medium,shoot_borer
25.54,28.63,0.0,4.32,sugarcane,seedling,1,medium,shoot_borer
26.46,39.43,0.0,3.636,cotton,vegetative,0,medium,bollworm
26.56,37.33,0.0,6.8759999999999994,wheat,seedling,0,low,none
25.83,40.14,0.0,8.352,wheat,vegetative,1,high,leaf_miner
25.48,50.76,0.0,8.064000000000002,cotton,maturity,0,low,none
24.84,45.76,0.0,7.668,sugarcane,vegetative,1,medium,shoot_borer
25.18,42.82,0.0,7.776000000000001,wheat,vegetative,0,low,none
26.46,30.57,0.0,3.492,wheat,seedling,1,medium,leaf_miner
28.42,40.27,0.0,9.324,rice,maturity,0,low,none
28.15,42.09,0.0,9.324,rice,maturity,0,low,none
28.56,33.26,0.0,9.18,cotton,flowering,1,high,bollworm
28.76,31.07,0.0,9.792000000000002,sugarcane,flowering,0,medium,shoot_borer
28.7,30.71,0.0,7.956,rice,vegetative,0,medium,aphids
27.61,43.87,0.0,10.404,rice,maturity,1,medium,aphids
27.12,52.11,0.0,7.416,rice,seedling,1,medium,aphids
27.17,47.43,0.0,7.2,cotton,seedling,0,low,none
27.98,33.39,0.0,6.84,sugarcane,vegetative,1,high,shoot_borer
27.44,41.93,0.0,9.107999999999999,wheat,flowering,0,medium,leaf_miner
27.36,36.6,0.0,6.516,cotton,seedling,0,low,none
27.76,29.57,0.0,7.596,wheat,seedling,0,low,none
28.37,24.78,0.0,6.3,rice,seedling,0,low,none
29.51,34.45,0.0,5.148,sugarcane,maturity,0,medium,shoot_borer
30.31,33.75,0.0,6.9479999999999995,cotton,seedling,0,low,none
30.46,38.89,0.0,6.192,sugarcane,seedling,1,high,shoot_borer
29.23,41.1,0.0,9.684,cotton,vegetative,0,medium,bollworm
28.3,43.08,0.0,7.272,sugarcane,maturity,0,low,none
28.36,39.48,0.0,7.992000000000001,sugarcane,seedling,0,low,none
28.36,36.42,0.0,6.803999999999999,cotton,maturity,1,high,bollworm
28.98,35.87,0.0,8.28,wheat,vegetative,0,medium,leaf_miner
28.92,33.72,0.0,10.368,rice,maturity,0,low,none
29.14,31.36,0.0,10.476,wheat,vegetative,0,low,none
29.39,27.46,0.0,9.504000000000001,sugarcane,vegetative,1,medium,shoot_borer
29.91,38.35,0.0,9.324,sugarcane,vegetative,1,high,shoot_borer
30.53,43.75,0.27,3.9960000000000004,wheat,vegetative,0,medium,leaf_miner
30.71,40.4,0.4,6.732,cotton,vegetative,0,medium,bollworm
31.43,28.5,0.0,7.128,wheat,seedling,0,medium,leaf_miner
31.73,30.73,0.0,5.832000000000001,cotton,flowering,0,high,bollworm
31.08,37.95,0.04,6.372,sugarcane,flowering,1,high,shoot_borer
31.91,33.34,0.0,4.968,cotton,flowering,0,high,bollworm
31.38,34.36,0.0,4.464,wheat,seedling,1,high,leaf_miner
31.38,43.01,0.0,6.516,cotton,vegetative,0,medium,bollworm
31.41,46.77,0.04,5.076,wheat,flowering,0,medium,leaf_miner
31.33,40.55,0.0,4.752000000000001,cotton,flowering,0,medium,bollworm
31.18,36.61,0.0,4.14,wheat,seedling,0,low,none
31.16,41.8,0.0,5.6160000000000005,cotton,maturity,0,medium,bollworm
31.4,35.57,0.0,5.58,wheat,flowering,0,high,leaf_miner
32.79,30.11,0.0,7.956,wheat,vegetative,0,medium,leaf_miner
32.87,30.22,0.0,7.272,wheat,flowering,0,medium,leaf_miner
32.44,37.09,0.0,8.028,cotton,maturity,1,high,bollworm
30.95,42.44,0.0,11.304,sugarcane,maturity,0,medium,shoot_borer
31.46,30.11,0.0,3.9960000000000004,rice,flowering,0,high,aphids
31.7,34.78,0.0,6.5520000000000005,wheat,vegetative,0,medium,leaf_miner
32.56,35.84,0.07,7.308,sugarcane,seedling,0,low,none
32.49,36.74,0.0,6.66,cotton,seedling,0,medium,bollworm
32.08,36.4,3.63,6.5520000000000005,rice,vegetative,0,medium,aphids
29.67,52.37,4.33,6.588,wheat,vegetative,0,medium,leaf_miner
31.44,44.74,0.08,5.904,sugarcane,maturity,0,medium,shoot_borer
32.3,38.53,0.0,6.408,cotton,seedling,1,high,bollworm
32.19,39.83,0.0,5.832000000000001,sugarcane,seedling,0,medium,shoot_borer
31.73,50.98,0.0,7.488,rice,maturity,1,high,aphids
31.69,49.17,0.0,7.2,cotton,seedling,1,high,bollworm
29.12,56.2,0.03,6.3,sugarcane,seedling,1,high,shoot_borer
27.4,71.14,41.41,4.212,wheat,vegetative,0,medium,aphids
28.28,69.41,3.72,5.508,cotton,maturity,1,high,bollworm
29.04,65.07,0.11,5.508,sugarcane,vegetative,0,medium,shoot_borer
29.72,59.54,0.02,6.768,wheat,seedling,0,low,none
29.3,62.27,0.04,6.516,sugarcane,vegetative,1,high,shoot_borer
30.0,59.05,0.0,5.5440000000000005,cotton,vegetative,1,high,bollworm
29.94,60.29,0.71,6.12,sugarcane,seedling,1,high,shoot_borer
30.29,56.53,0.08,5.6160000000000005,wheat,flowering,0,high,leaf_miner
30.4,57.2,0.0,5.508,wheat,flowering,0,high,leaf_miner
30.55,59.63,0.0,6.048,wheat,flowering,1,high,leaf_miner
31.51,51.03,0.0,5.436,wheat,vegetative,1,high,leaf_miner
30.29,54.47,0.0,10.44,rice,flowering,1,high,aphids
30.29,48.77,0.0,9.036,sugarcane,seedling,1,high,shoot_borer
29.84,47.0,0.0,10.764000000000001,wheat,flowering,1,high,leaf_miner
29.57,51.97,0.0,11.376000000000001,sugarcane,seedling,0,low,none
30.4,54.2,0.0,10.692,rice,vegetative,0,medium,aphids
31.34,53.56,0.0,11.052,wheat,vegetative,1,high,leaf_miner
31.05,50.49,0.0,9.576,rice,seedling,1,high,aphids
30.7,47.92,0.0,7.956,cotton,flowering,0,high,bollworm
31.1,49.63,1.82,6.696000000000001,cotton,seedling,1,high,bollworm
30.52,53.38,3.45,5.148,wheat,seedling,0,medium,leaf_miner
31.14,52.12,3.16,7.308,sugarcane,maturity,0,medium,shoot_borer
29.21,67.47,14.29,6.192,sugarcane,seedling,0,medium,shoot_borer
29.13,63.46,2.19,8.388,sugarcane,maturity,0,medium,shoot_borer
28.8,63.38,5.64,4.752000000000001,sugarcane,seedling,1,high,shoot_borer
